,Id,Rol,Victima,Sexo,Edad,Dias_hospitalizado,N_victimas,Año,Mes,Dia,Hora,Calle,Altura,Cruce,Dirección,Comuna,Latitud,Longitud,Acusado
637,2021-0031,PEATON,PEATON,FEMENINO,68,4.0,1.0,2021.0,4.0,7.0,10.0,9 DE JULIO AV.,,INDEPENDENCIA AV.,9 DE JULIO AV. e INDEPENDENCIA AV.,1.0,-58.38113667,-34.61765323,CARGAS
638,2021-0032,PEATON,PEATON,MASCULINO,60,19.0,1.0,2021.0,4.0,10.0,19.0,"CANTILO, INT.",,"GUIRALDES, INT.","CANTILO, INT. y GUIRALDES, INT.",13.0,-58.44112678,-34.54538956,MOTO
639,2021-0033,CONDUCTOR,AUTO,MASCULINO,33,0.0,1.0,2021.0,4.0,14.0,17.0,AUTOPISTA 25 DE MAYO,,SD,AUTOPISTA 25 DE MAYO y BOEDO AV.,5.0,-58.41595919,-34.62743346,OBJETO FIJO
640,2021-0034,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,0.0,1.0,2021.0,4.0,19.0,14.0,"ALCORTA, AMANCIO AV.",,ZAVALETA,"ALCORTA, AMANCIO AV. y ZAVALETA",4.0,-58.40184094,-34.64546845,CARGAS
641,2021-0035,CONDUCTOR,MOTO,MASCULINO,24,0.0,1.0,2021.0,5.0,3.0,9.0,"JANER, ANA MARIA",,LAFUENTE AV.,"JANER, ANA MARIA y LAFUENTE AV.",8.0,-58.44642231,-34.65679806,CARGAS
642,2021-0036,CONDUCTOR,MOTO,MASCULINO,36,0.0,1.0,2021.0,5.0,9.0,6.0,"PAZ, GRAL. AV.",,MOSCONI GENERAL AV.,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11.0,-58.52340614,-34.59798754,OBJETO FIJO
643,2021-0037,PEATON,PEATON,FEMENINO,58,0.0,1.0,2021.0,5.0,11.0,7.0,MONROE,,"BALBIN, RICARDO, DR. AV.","MONROE y BALBIN, RICARDO, DR. AV.",13.0,-58.46649069,-34.56219075,PASAJEROS
644,2021-0038,CONDUCTOR,MOTO,FEMENINO,44,0.0,1.0,2021.0,5.0,14.0,11.0,"JUSTO, JUAN B. AV.",,SANTA FE AV.,"JUSTO, JUAN B. AV. y SANTA FE AV.",14.0,-58.42653328,-34.57816791,CARGAS
645,2021-0039,CICLISTA,BICICLETA,MASCULINO,86,21.0,1.0,2021.0,5.0,15.0,12.0,OLIDEN,,"ALBERDI, JUAN BAUTISTA AV.","OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9.0,-58.50407099,-34.65303372,AUTO
646,2021-0040,CONDUCTOR,MOTO,MASCULINO,27,0.0,1.0,2021.0,5.0,20.0,5.0,"PAZ, GRAL. AV.",,DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13.0,-58.46743471,-34.53476874,AUTO
647,2021-0041,PEATON,PEATON,MASCULINO,75,0.0,1.0,2021.0,5.0,20.0,8.0,DEL LIBERTADOR AV.,,CASARES AV.,DEL LIBERTADOR AV. y CASARES AV.,14.0,-58.40986646,-34.5772806,PASAJEROS
648,2021-0042,PEATON,PEATON,MASCULINO,39,0.0,1.0,2021.0,5.0,21.0,5.0,RIVADAVIA AV.,10900.0,SD,RIVADAVIA AV. 10900,9.0,-58.51739138,-34.63931792,PASAJEROS
649,2021-0043,PEATON,PEATON,MASCULINO,50,0.0,1.0,2021.0,5.0,22.0,18.0,"ALBERDI, JUAN BAUTISTA AV.",,PILAR,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9.0,-58.50719962,-34.65556223,AUTO
650,2021-0044,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,0.0,1.0,2021.0,5.0,25.0,2.0,"PERON, EVA AV.",,"ACOSTA, MARIANO","PERON, EVA AV. y ACOSTA, MARIANO",9.0,-58.46712311,-34.64600222,OBJETO FIJO
651,2021-0045,CONDUCTOR,MOTO,MASCULINO,22,0.0,1.0,2021.0,5.0,26.0,17.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,SD,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4.0,-58.37709334,-34.64035082,MULTIPLE
652,2021-0046,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,20,0.0,1.0,2021.0,5.0,31.0,2.0,ELCANO AV.,,GUZMAN AV.,ELCANO AV. y GUZMAN AV.,15.0,-58.46033141,-34.58569883,OBJETO FIJO
653,2021-0047,CONDUCTOR,MOTO,MASCULINO,59,0.0,1.0,2021.0,6.0,2.0,16.0,"VEDIA, AGUSTIN DE",,"RABANAL, FRANCISCO, INTENDENTE AV.","VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4.0,-58.42190745,-34.65633192,AUTO
654,2021-0048,CICLISTA,BICICLETA,MASCULINO,44,20.0,1.0,2021.0,6.0,3.0,9.0,CAPDEVILA,,CONGRESO AV.,CAPDEVILA y CONGRESO AV.,12.0,-58.49026573,-34.5698141,AUTO
655,2021-0049,CONDUCTOR,AUTO,MASCULINO,74,0.0,1.0,2021.0,6.0,3.0,20.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4000.0,SD,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8.0,-58.45410344,-34.66902702,AUTO
656,2021-0050,CONDUCTOR,MOTO,MASCULINO,56,0.0,1.0,2021.0,6.0,10.0,13.0,DEL LIBERTADOR AV.,5958.0,SD,DEL LIBERTADOR AV. 5958,13.0,-58.44751621,-34.55719892,PASAJEROS
657,2021-0051,PEATON,PEATON,MASCULINO,73,1.0,1.0,2021.0,6.0,15.0,19.0,27 DE FEBRERO AV.,,EREZCANO AV.,27 DE FEBRERO AV. y EREZCANO AV.,4.0,-58.42040352,-34.66005171,CARGAS
658,2021-0052,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19,0.0,1.0,2021.0,6.0,20.0,5.0,"PAZ, GRAL. AV.",14723.0,SD,"PAZ, GRAL. AV. 14723",8.0,-58.49530249,-34.68010798,OBJETO FIJO
659,2021-0053,PEATON,PEATON,MASCULINO,58,10.0,1.0,2021.0,6.0,20.0,12.0,CORRIENTES AV.,5783.0,SD,CORRIENTES AV. 5783,15.0,-58.44399875,-34.5947736,BICICLETA
660,2021-0054,CONDUCTOR,MOTO,MASCULINO,41,0.0,1.0,2021.0,6.0,22.0,14.0,TABARE,,EREZCANO,TABARE y EREZCANO,4.0,-58.42759813,-34.65463857,CARGAS
661,2021-0055,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47,0.0,1.0,2021.0,6.0,29.0,12.0,CORRIENTES AV.,,PUEYRREDON AV.,CORRIENTES AV. y PUEYRREDON AV.,3.0,-58.40547222,-34.60456293,CARGAS
662,2021-0056,CICLISTA,BICICLETA,MASCULINO,60,0.0,1.0,2021.0,7.0,9.0,23.0,CORRALES,,"MORENO, PERITO AV.","CORRALES y MORENO, PERITO AV.",4.0,-58.42473018,-34.6500828,AUTO
663,2021-0057,CONDUCTOR,AUTO,MASCULINO,46,0.0,1.0,2021.0,7.0,10.0,23.0,AUTOPISTA ARTURO ILLIA,,SD,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2.0,-58.39257023,-34.57563957,OBJETO FIJO
664,2021-0058,PEATON,PEATON,MASCULINO,24,0.0,1.0,2021.0,7.0,21.0,0.0,"PAZ, GRAL. AV.",,VEDIA,"PAZ, GRAL. AV. y VEDIA",12.0,-58.48941042,-34.54596153,AUTO
665,2021-0059,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,44,0.0,1.0,2021.0,7.0,22.0,1.0,"GARAY, JUAN DE AV.",2269.0,SD,"GARAY, JUAN DE AV. 2269",3.0,-58.3964074,-34.62783085,OBJETO FIJO
666,2021-0060,PEATON,PEATON,FEMENINO,80,0.0,1.0,2021.0,7.0,22.0,12.0,"SALGUERO, JERONIMO",,RIVADAVIA AV.,"SALGUERO, JERONIMO y RIVADAVIA AV.",5.0,-58.41971993,-34.6111224,PASAJEROS
667,2021-0061,PEATON,PEATON,FEMENINO,55,0.0,1.0,2021.0,7.0,24.0,9.0,"MORENO, PERITO AV.",,"ALCORTA, AMANCIO AV.","MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4.0,-58.40544588,-34.65012801,CARGAS
668,2021-0062,CONDUCTOR,AUTO,MASCULINO,73,0.0,1.0,2021.0,7.0,27.0,7.0,LA PLATA AV.,2723.0,SD,LA PLATA AV. 2723,4.0,-58.42003882,-34.64645957,CARGAS
669,2021-0063,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,31,0.0,1.0,2021.0,8.0,2.0,4.0,"ALBERDI, JUAN BAUTISTA AV.",2906.0,SD,"ALBERDI, JUAN BAUTISTA AV. 2906",7.0,-58.46851293,-34.63348678,AUTO
670,2021-0064,PEATON,PEATON,MASCULINO,37,1.0,1.0,2021.0,8.0,2.0,20.0,"PAZ, GRAL. AV.",,TONELERO,"PAZ, GRAL. AV. y TONELERO",9.0,-58.52931141,-34.65422917,CARGAS
671,2021-0065,PEATON,PEATON,FEMENINO,63,4.0,1.0,2021.0,8.0,6.0,8.0,SAN JUAN AV.,,LA PLATA AV.,SAN JUAN AV. y LA PLATA AV.,6.0,-58.42675754,-34.6269973,PASAJEROS
672,2021-0066,PEATON,PEATON,MASCULINO,59,3.0,1.0,2021.0,8.0,6.0,20.0,LOPE DE VEGA AV.,,"PAZ, GRAL. AV.","LOPE DE VEGA AV. y PAZ, GRAL. AV.",11.0,-58.52933723,-34.61098186,PASAJEROS
673,2021-0067,CONDUCTOR,MOTO,MASCULINO,27,0.0,1.0,2021.0,8.0,8.0,9.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,SD,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1.0,-58.37910943,-34.62764718,OBJETO FIJO
674,2021-0068,CONDUCTOR,MOTO,MASCULINO,39,0.0,1.0,2021.0,8.0,15.0,6.0,"BEIRO, FRANCISCO AV.",5071.0,SD,"BEIRO, FRANCISCO AV. 5071",11.0,-58.52161176,-34.61164474,OBJETO FIJO
675,2021-0069,PEATON,PEATON,MASCULINO,17,1.0,1.0,2021.0,8.0,20.0,17.0,SANTA FE AV.,3428.0,SD,SANTA FE AV. 3428,14.0,-58.41354692,-34.5869768,AUTO
676,2021-0070,CONDUCTOR,MOTO,MASCULINO,31,0.0,1.0,2021.0,8.0,28.0,8.0,"CHILAVERT, MARTINIANO, CORONEL",,VARELA AV.,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8.0,-58.43960781,-34.65470804,CARGAS
677,2021-0071,PEATON,PEATON,MASCULINO,88,1.0,1.0,2021.0,8.0,31.0,16.0,SAN LUIS,2730.0,SD,SAN LUIS 2730,3.0,-58.4045461,-34.60003693,MOTO
678,2021-0072,PEATON,PEATON,FEMENINO,57,0.0,1.0,2021.0,9.0,1.0,19.0,CALLAO AV.,,PARAGUAY,CALLAO AV. y PARAGUAY,2.0,-58.39303911,-34.59871111,AUTO
679,2021-0073,CICLISTA,BICICLETA,FEMENINO,76,0.0,1.0,2021.0,9.0,18.0,12.0,DEL LIBERTADOR AV.,,"AGOTE, LUIS DR.","DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2.0,-58.39391034,-34.58405348,AUTO
680,2021-0074,CONDUCTOR,MOTO,MASCULINO,55,0.0,1.0,2021.0,9.0,20.0,15.0,"PAZ, GRAL. AV.",,"BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12.0,-58.5007381,-34.5497951,MULTIPLE
681,2021-0075,PEATON,PEATON,MASCULINO,65,0.0,1.0,2021.0,9.0,21.0,14.0,SALTA,,BRASIL,SALTA y BRASIL,1.0,-58.38281301,-34.62786038,CARGAS
682,2021-0076,CONDUCTOR,MOTO,MASCULINO,31,0.0,1.0,2021.0,10.0,16.0,6.0,"MORENO, PERITO AV.",2152.0,SD,"MORENO, PERITO AV. 2152",7.0,-58.43980799,-34.65094083,OBJETO FIJO
683,2021-0077,CONDUCTOR,MOTO,FEMENINO,31,0.0,1.0,2021.0,10.0,18.0,7.0,DIRECTORIO AV.,1169.0,SD,DIRECTORIO AV. 1169,6.0,-58.44402387,-34.62933109,CARGAS
684,2021-0078,CONDUCTOR,MOTO,MASCULINO,22,0.0,1.0,2021.0,10.0,23.0,6.0,INDEPENDENCIA AV.,,LA PLATA AV.,INDEPENDENCIA AV. y LA PLATA AV.,6.0,-58.42779702,-34.62207347,PASAJEROS
685,2021-0079,PEATON,PEATON,MASCULINO,SD,0.0,1.0,2021.0,10.0,25.0,3.0,TUCUMAN,3112.0,SD,TUCUMAN 3112,3.0,-58.40944147,-34.60097942,AUTO
686,2021-0080,CONDUCTOR,MOTO,MASCULINO,32,0.0,1.0,2021.0,10.0,28.0,16.0,ARENALES,,9 DE JULIO AV.,ARENALES y 9 DE JULIO AV.,1.0,-58.38277479,-34.5943016,AUTO
687,2021-0081,CONDUCTOR,MOTO,MASCULINO,26,0.0,1.0,2021.0,11.0,2.0,13.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,SD,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4.0,-58.37627355,-34.63800916,CARGAS
688,2021-0082,CONDUCTOR,MOTO,MASCULINO,38,0.0,1.0,2021.0,11.0,6.0,4.0,AUTOPISTA 25 DE MAYO,,SD,AUTOPISTA 25 DE MAYO y PASCO,3.0,-58.39591856,-34.62453459,AUTO
689,2021-0083,CONDUCTOR,MOTO,MASCULINO,30,0.0,1.0,2021.0,11.0,9.0,0.0,CABILDO AV.,,OLAZABAL,CABILDO AV. y OLAZABAL,13.0,-58.45829717,-34.56015762,AUTO
690,2021-0084,CONDUCTOR,AUTO,MASCULINO,32,0.0,1.0,2021.0,11.0,11.0,3.0,TAPALQUE,,BRUIX AV.,TAPALQUE y BRUIX AV.,9.0,-58.49142611,-34.64584795,OBJETO FIJO
691,2021-0097,CICLISTA,BICICLETA,MASCULINO,53,1.0,1.0,2021.0,11.0,18.0,6.0,PADRE CARLOS MUJICA,709.0,SD,PADRE CARLOS MUGICA 709,1.0,-58.37976155,-34.58679619,AUTO
692,2021-0085,CONDUCTOR,MOTO,MASCULINO,49,0.0,1.0,2021.0,11.0,20.0,18.0,"PAZ, GRAL. AV.",,EZEIZA,"PAZ, GRAL. AV. y EZEIZA",12.0,-58.51271409,-34.57786555,OBJETO FIJO
693,2021-0086,PEATON,PEATON,MASCULINO,75,0.0,1.0,2021.0,11.0,25.0,10.0,RIVADAVIA AV.,,PUAN,RIVADAVIA AV. y PUAN,6.0,-58.44864864,-34.62352826,PASAJEROS
694,2021-0087,PEATON,PEATON,FEMENINO,73,0.0,1.0,2021.0,11.0,27.0,11.0,ESMERALDA,1359.0,SD,ESMERALDA 1359,1.0,-58.37795815,-34.59167894,BICICLETA
695,2021-0088,CONDUCTOR,MOTO,MASCULINO,45,6.0,1.0,2021.0,12.0,1.0,15.0,MONROE,,3 DE FEBRERO,MONROE y 3 DE FEBRERO,13.0,-58.45531707,-34.55555257,AUTO
696,2021-0089,CONDUCTOR,MOTO,MASCULINO,41,9.0,1.0,2021.0,12.0,2.0,1.0,GAONA AV.,3655.0,SD,GAONA AV. 3655,11.0,-58.47633683,-34.62140594,AUTO
697,2021-0090,PEATON,PEATON,MASCULINO,73,24.0,1.0,2021.0,12.0,10.0,11.0,9 DE JULIO AV.,,LAVALLE,9 DE JULIO AV. y LAVALLE,1.0,-58.38188582,-34.60256036,PASAJEROS
698,2021-0091,CONDUCTOR,MOTO,MASCULINO,24,0.0,1.0,2021.0,12.0,11.0,23.0,BAIGORRIA,,"HUGO, VICTOR","BAIGORRIA y HUGO, VICTOR",10.0,-58.51989389,-34.62284918,AUTO
699,2021-0092,PEATON,PEATON,FEMENINO,50,0.0,1.0,2021.0,12.0,12.0,6.0,RIVADAVIA AV.,,PUEYRREDON AV.,RIVADAVIA AV. y PUEYRREDON AV.,3.0,-58.4059686,-34.61011987,AUTO
700,2021-0093,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18,5.0,1.0,2021.0,12.0,13.0,17.0,RIESTRA AV.,,MOM,RIESTRA AV. y MOM,7.0,-58.43353773,-34.64561636,AUTO
701,2021-0094,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43,0.0,1.0,2021.0,12.0,20.0,1.0,"DELLEPIANE, LUIS, TTE. GRAL.",,LACARRA AV.,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9.0,-58.46739825,-34.65117757,AUTO
702,2021-0095,CONDUCTOR,MOTO,MASCULINO,27,3.0,1.0,2021.0,12.0,30.0,0.0,GAONA AV.,,TERRADA,GAONA AV. y TERRADA,11.0,-58.47293407,-34.61984745,CARGAS
703,2021-0096,CONDUCTOR,AUTO,MASCULINO,60,5.0,1.0,2021.0,12.0,15.0,10.0,"PERON, EVA AV.",4071.0,SD,"PERON, EVA AV. 4071",9.0,-58.47066794,-34.65021673,CARGAS
